City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
301,cravo norte,CO,2022-02-18 05:19:17,6.3017,-70.2041,81.99,48,87,4.12
302,hammerfest,NO,2022-02-18 05:19:12,70.6634,23.6821,28.85,80,75,25.32
303,mount gambier,AU,2022-02-18 05:19:18,-37.8333,140.7667,67.23,44,20,12.08
304,itarema,BR,2022-02-18 05:19:18,-2.9248,-39.9167,76.08,85,86,5.61
305,jardim,BR,2022-02-18 05:19:18,-21.4803,-56.1381,80.06,34,100,3.09
306,novyy urgal,RU,2022-02-18 05:19:19,51.0736,132.5642,5.32,80,100,0.76
307,axim,GH,2022-02-18 05:19:20,4.8699,-2.2405,78.75,89,75,6.35
308,skjervoy,NO,2022-02-18 05:19:20,70.0311,20.9714,24.8,67,100,11.7
309,fengcheng,CN,2022-02-18 05:19:20,40.4536,124.0717,26.82,60,100,7.72
310,asau,RO,2022-02-18 05:19:21,46.4333,26.4,42.76,74,62,6.22
311,aitape,PG,2022-02-18 05:19:21,-3.1374,142.3475,86.13,68,92,8.48
312,pietarsaari,FI,2022-02-18 05:19:22,63.65,22.6833,23.9,94,100,17.69
313,edmundston,CA,2022-02-18 05:19:22,47.3737,-68.3251,33.89,88,100,12.66
314,tres arroyos,AR,2022-02-18 05:19:22,-38.3739,-60.2798,50.94,86,0,8.61
315,sao joao da barra,BR,2022-02-18 05:19:23,-21.6403,-41.0511,74.91,92,99,8.55
316,urumqi,CN,2022-02-18 05:19:23,43.801,87.6005,5.95,92,20,4.47
317,requena,ES,2022-02-18 05:19:24,39.4883,-1.1004,45.79,60,1,4.25
318,saldanha,ZA,2022-02-18 05:18:09,-33.0117,17.9442,64.89,74,22,3.98
319,kazanka,UA,2022-02-18 05:19:24,47.8462,32.8218,41.07,88,98,9.42
320,vyshneve,UA,2022-02-18 05:19:25,50.3891,30.3705,35.56,80,0,8.99
321,ungaran,ID,2022-02-18 05:19:25,-7.1397,110.405,75.13,94,75,3.44
322,lagunas,PE,2022-02-18 05:19:26,-5.2269,-75.6753,73.04,96,100,2.17
323,valdemarpils,LV,2022-02-18 05:19:26,57.3707,22.5919,36.82,84,100,12.68
324,chapais,CA,2022-02-18 05:17:46,49.7834,-74.8492,-2.42,94,100,7.81
325,rurrenabaque,BO,2022-02-18 05:19:27,-14.4413,-67.5278,74.34,98,100,0.27
326,sikeston,US,2022-02-18 05:20:27,36.8767,-89.5879,31.89,74,92,16.26
327,willemstad,CW,2022-02-18 05:20:28,12.1084,-68.9335,78.71,73,20,13.8
328,komsomolskiy,UZ,2022-02-18 05:20:28,40.4272,71.7189,41.72,52,67,2.3
329,grand junction,US,2022-02-18 05:20:15,39.0639,-108.5507,35.65,49,0,6.91
330,saint-joseph,RE,2022-02-18 05:20:29,-21.3667,55.6167,82.78,74,74,14.63
331,skole,UA,2022-02-18 05:20:29,49.0372,23.5135,36.28,91,95,13.13
332,samarai,PG,2022-02-18 05:20:30,-10.6167,150.6667,83.39,78,49,6.91
333,isangel,VU,2022-02-18 05:20:30,-19.55,169.2667,89.71,70,75,5.75
334,buraydah,SA,2022-02-18 05:20:31,26.326,43.975,55.85,28,28,11.43
335,kudat,MY,2022-02-18 05:20:31,6.8837,116.8477,85.93,74,20,6.91
336,leshukonskoye,RU,2022-02-18 05:20:31,64.8989,45.7622,32.49,97,100,12.37
337,ewo,CG,2022-02-18 05:20:32,-0.8725,14.8206,75.7,79,96,3.47
338,chudovo,RU,2022-02-18 05:20:32,59.1167,31.6833,31.03,92,100,14.12
339,bilibino,RU,2022-02-18 05:20:33,68.0546,166.4372,-14.26,99,15,4.65
340,pangnirtung,CA,2022-02-18 05:20:33,66.1451,-65.7125,-18.92,97,99,2.68
341,jibuti,DJ,2022-02-18 05:20:34,11.5,42.5,74.62,68,16,15.7
342,miyazu,JP,2022-02-18 05:20:34,35.5333,135.1833,41.2,68,97,9.28
343,kloulklubed,PW,2022-02-18 05:20:34,7.0419,134.2556,82.9,80,100,17.49
344,tanhacu,BR,2022-02-18 05:20:35,-14.0214,-41.2481,69.71,94,100,2.39
345,thinadhoo,MV,2022-02-18 05:20:35,0.5333,72.9333,82.18,67,100,10.13
346,anadyr,RU,2022-02-18 05:20:36,64.75,177.4833,-8.9,77,0,11.18
347,chute-aux-outardes,CA,2022-02-18 05:20:36,49.1168,-68.399,19.71,79,100,8.05
348,lorengau,PG,2022-02-18 05:20:37,-2.0226,147.2712,83.91,72,100,4.07
349,kahului,US,2022-02-18 05:16:53,20.8947,-156.47,75.22,82,20,13.8
350,mecca,SA,2022-02-18 05:20:06,21.4267,39.8261,69.82,69,0,1.14
351,mamallapuram,IN,2022-02-18 05:20:37,12.6264,80.1722,84.25,59,82,8.84
352,eyl,SO,2022-02-18 05:20:38,7.9803,49.8164,74.35,65,5,16.87
353,gwadar,PK,2022-02-18 05:20:38,25.1216,62.3254,70.59,64,0,3.4
354,yinchuan,CN,2022-02-18 05:15:56,38.4681,106.2731,27.93,33,100,5.03
355,tuatapere,NZ,2022-02-18 05:20:39,-46.1333,167.6833,71.82,49,100,11.83
356,rocha,UY,2022-02-18 05:20:39,-34.4833,-54.3333,62.06,83,42,5.99
357,akcakoca,TR,2022-02-18 05:20:39,41.0866,31.1162,45.27,65,100,7.58
358,mandalgovi,MN,2022-02-18 05:20:40,45.7625,106.2708,5.79,40,7,15.39
359,san quintin,MX,2022-02-18 05:20:41,30.4833,-115.95,56.71,72,0,1.7
360,nome,US,2022-02-18 05:20:41,64.5011,-165.4064,14.07,41,100,23.02
361,santiago de cuba,CU,2022-02-18 05:20:41,20.0247,-75.8219,74.82,83,20,3.44
362,buta,CD,2022-02-18 05:20:42,2.7858,24.73,69.73,63,68,1.19
363,wagar,SD,2022-02-18 05:20:42,16.1525,36.2032,69.8,55,2,6.51
364,cap malheureux,MU,2022-02-18 05:20:43,-19.9842,57.6142,84.47,68,100,11.99
365,beira,MZ,2022-02-18 05:20:43,-19.8436,34.8389,84.29,74,75,16.11
366,la mira,MX,2022-02-18 05:20:43,18.035,-102.3266,72.27,90,0,3.18
367,fallon,US,2022-02-18 05:20:44,39.4735,-118.7774,30.07,59,40,5.75
368,senador guiomard,BR,2022-02-18 05:20:44,-10.1522,-67.7392,74.95,99,100,3.11
369,henties bay,NA,2022-02-18 05:20:45,-22.116,14.2845,69.85,88,73,6.35
370,isla vista,US,2022-02-18 05:20:45,34.4133,-119.861,59.61,59,0,5.01
371,challapata,BO,2022-02-18 05:20:45,-18.9,-66.7667,50.32,72,87,6.06
372,mezen,RU,2022-02-18 05:21:46,65.8522,44.24,31.59,97,100,11.03
373,obo,CF,2022-02-18 05:21:46,5.3998,26.4869,70.84,20,42,3.44
374,lac du bonnet,CA,2022-02-18 05:21:47,50.2536,-96.0612,-12.48,93,53,7.38
375,kamenka,RU,2022-02-18 05:21:47,51.3223,42.7678,32.76,87,97,22.32
376,pasighat,IN,2022-02-18 05:21:47,28.0667,95.3333,74.64,33,29,4.72
377,yauya,PE,2022-02-18 05:21:48,-8.9833,-77.3,50.34,84,100,1.48
378,saint anthony,US,2022-02-18 05:21:48,45.0205,-93.218,2.93,68,0,3.44
379,northampton,US,2022-02-18 05:17:47,40.8754,-75.2499,57.31,87,100,4.0
380,peleduy,RU,2022-02-18 05:21:49,59.6289,112.7406,3.33,85,100,7.34
381,nyurba,RU,2022-02-18 05:21:49,63.2842,118.3319,-12.73,92,96,3.94
382,mokrous,RU,2022-02-18 05:21:50,51.2333,47.5167,26.28,87,91,15.82
383,centralia,US,2022-02-18 05:21:50,46.7162,-122.9543,46.08,97,100,0.0
384,bontang,ID,2022-02-18 05:21:50,0.1333,117.5,82.53,73,100,5.88
385,tahta,EG,2022-02-18 05:21:51,26.7693,31.5021,53.42,61,100,6.71
386,doha,QA,2022-02-18 05:21:51,25.2867,51.5333,66.18,55,0,6.91
387,kambove,CD,2022-02-18 05:21:52,-10.8764,26.5969,61.7,96,100,1.88
388,la ronge,CA,2022-02-18 05:21:52,55.1001,-105.2842,-1.95,78,100,3.44
389,nanakuli,US,2022-02-18 05:21:53,21.3906,-158.1547,76.95,64,20,4.61
390,lufilufi,WS,2022-02-18 05:21:53,-13.8745,-171.5986,89.38,81,96,11.81
391,cartagena,CO,2022-02-18 05:21:54,10.3997,-75.5144,78.42,83,0,4.61
392,macae,BR,2022-02-18 05:19:11,-22.3708,-41.7869,76.75,100,75,5.75
393,sao miguel do araguaia,BR,2022-02-18 05:21:54,-13.275,-50.1628,71.67,94,85,1.63
394,hirara,JP,2022-02-18 05:21:55,24.8,125.2833,68.27,88,75,20.71
395,betong,TH,2022-02-18 05:21:55,5.7743,101.0723,91.4,48,83,0.51
396,zanjan,IR,2022-02-18 05:21:55,36.6736,48.4787,35.29,80,75,6.91
397,muros,ES,2022-02-18 05:21:56,42.7762,-9.0603,57.09,89,100,14.65
398,vieux-habitants,GP,2022-02-18 05:21:56,16.0589,-61.7659,73.71,74,19,10.51
399,woodward,US,2022-02-18 05:21:57,36.4337,-99.3904,21.72,77,0,9.22
400,baruun-urt,MN,2022-02-18 05:21:57,46.6806,113.2792,3.6,66,60,13.22
401,pemberton,CA,2022-02-18 05:21:57,50.3164,-122.8027,39.06,97,98,3.09
402,port macquarie,AU,2022-02-18 05:19:58,-31.4333,152.9167,83.89,63,14,8.25
403,oriximina,BR,2022-02-18 05:21:58,-1.7656,-55.8661,74.1,95,100,1.03
404,port augusta,AU,2022-02-18 05:21:58,-32.5,137.7667,82.71,43,0,18.66
405,antalaha,MG,2022-02-18 05:21:59,-14.9003,50.2788,80.64,72,89,6.55
406,balabac,PH,2022-02-18 05:21:59,7.9868,117.0645,82.92,70,75,13.44
407,the pas,CA,2022-02-18 05:22:00,53.8251,-101.2541,-5.78,65,100,10.36
408,saint-pierre,RE,2022-02-18 05:22:00,-21.3393,55.4781,83.88,65,0,25.32
409,yabelo,ET,2022-02-18 05:22:00,4.8833,38.0833,66.65,50,48,6.8
410,kulhudhuffushi,MV,2022-02-18 05:22:01,6.6221,73.07,80.64,74,45,4.74
411,lazaro cardenas,MX,2022-02-18 05:22:01,17.9583,-102.2,73.72,88,1,2.91
412,akdepe,TM,2022-02-18 05:22:02,42.0551,59.3788,33.89,45,0,10.31
413,gorodovikovsk,RU,2022-02-18 05:22:02,46.0878,41.9335,35.92,77,78,7.83
414,acapulco,MX,2022-02-18 05:21:47,16.8634,-99.8901,78.62,78,75,3.44
415,kozmodemyansk,RU,2022-02-18 05:22:03,56.3367,46.5711,29.23,88,100,20.04
416,olden,NO,2022-02-18 05:22:03,61.8364,6.8064,36.91,97,100,4.05
417,necochea,AR,2022-02-18 05:22:03,-38.5473,-58.7368,54.25,84,0,9.15
418,port-gentil,GA,2022-02-18 05:22:04,-0.7193,8.7815,81.16,74,96,10.02
419,marsh harbour,BS,2022-02-18 05:22:04,26.5412,-77.0636,73.94,88,1,17.09
420,aswan,EG,2022-02-18 05:23:05,24.0934,32.907,57.2,36,93,6.44
421,mpongwe,ZM,2022-02-18 05:23:05,-13.5091,28.155,63.27,99,98,3.0
422,witu,KE,2022-02-18 05:23:06,-2.3889,40.4382,78.96,77,74,0.54
423,longyan,CN,2022-02-18 05:23:06,25.1072,117.0225,54.68,94,100,2.73
424,severo-yeniseyskiy,RU,2022-02-18 05:23:07,60.3725,93.0408,6.48,88,100,6.53
425,kirakira,SB,2022-02-18 05:23:07,-10.4544,161.9205,83.82,76,58,2.62
426,lake cowichan,CA,2022-02-18 05:23:08,48.825,-124.0546,43.63,88,100,1.41
427,vila franca do campo,PT,2022-02-18 05:23:08,37.7167,-25.4333,51.19,66,94,20.58
428,liwale,TZ,2022-02-18 05:23:09,-9.7667,37.9333,72.68,90,87,1.1
429,nantucket,US,2022-02-18 05:22:43,41.2835,-70.0995,55.74,89,100,26.46
430,boshnyakovo,RU,2022-02-18 05:23:09,49.6333,142.1667,12.45,88,100,12.03
431,geraldton,AU,2022-02-18 05:23:10,-28.7667,114.6,104.41,7,43,12.66
432,hambantota,LK,2022-02-18 05:23:10,6.1241,81.1185,84.63,52,84,5.53
433,didwana,IN,2022-02-18 05:23:11,27.4,74.5667,73.29,24,4,10.42
434,xuddur,SO,2022-02-18 05:23:11,4.1213,43.8894,73.4,63,1,17.18
435,zeya,RU,2022-02-18 05:23:11,53.75,127.2667,10.71,59,17,2.84
436,aktash,RU,2022-02-18 05:23:12,50.3,87.7333,-0.27,79,100,4.0
437,mana,GF,2022-02-18 05:23:12,5.6592,-53.7767,75.9,88,60,7.61
438,walvis bay,NA,2022-02-18 05:23:13,-22.9575,14.5053,70.09,94,23,3.44
439,paita,PE,2022-02-18 05:23:13,-5.0892,-81.1144,71.65,79,93,11.14
440,price,US,2022-02-18 05:23:13,39.5994,-110.8107,30.11,59,0,9.22
441,boundiali,CI,2022-02-18 05:23:14,9.5217,-6.4869,70.38,21,1,3.31
442,koygorodok,RU,2022-02-18 05:23:14,60.445,50.9968,29.21,90,100,13.82
443,fuxin,CN,2022-02-18 05:23:15,42.0156,121.6589,27.43,54,100,9.08
444,harper,LR,2022-02-18 05:23:15,4.375,-7.7169,77.76,87,98,6.35
445,newnan,US,2022-02-18 05:23:16,33.3807,-84.7997,67.48,94,100,8.05
446,mosquera,CO,2022-02-18 05:23:16,4.7059,-74.2302,53.69,94,40,3.44
447,benton harbor,US,2022-02-18 05:23:17,42.1167,-86.4542,24.91,74,100,7.0
448,conde,BR,2022-02-18 05:23:17,-7.2597,-34.9075,74.66,94,20,3.44
449,port blair,IN,2022-02-18 05:23:17,11.6667,92.75,77.04,88,100,4.61
450,severnyy,RU,2022-02-18 05:23:18,50.677,36.5532,35.64,100,100,6.71
451,eureka,US,2022-02-18 05:23:18,40.8021,-124.1637,47.93,84,51,2.24
452,general cepeda,MX,2022-02-18 05:23:19,25.3833,-101.45,54.36,42,20,11.59
453,maracas,BR,2022-02-18 05:23:19,-13.4411,-40.4308,63.86,96,100,3.49
454,pangody,RU,2022-02-18 05:23:19,65.85,74.4859,19.8,96,99,7.09
455,stillwater,US,2022-02-18 05:23:20,36.1156,-97.0584,23.85,83,0,3.44
456,dubrovytsya,UA,2022-02-18 05:23:20,51.5744,26.565,35.91,91,100,13.06
457,peniche,PT,2022-02-18 05:23:21,39.3558,-9.3811,55.11,94,94,9.37
458,bouza,NE,2022-02-18 05:23:22,14.4229,6.0428,67.26,12,18,8.99
459,sept-iles,CA,2022-02-18 05:21:23,50.2001,-66.3821,19.06,74,100,12.66
460,panji,ID,2022-02-18 05:23:22,-7.7253,114.0995,84.61,70,82,6.06
461,gazojak,TM,2022-02-18 05:23:23,41.1875,61.4036,37.81,51,0,8.81
462,tankhoy,RU,2022-02-18 05:23:23,51.5528,105.1306,13.32,76,100,4.79
463,novobirilyussy,RU,2022-02-18 05:23:23,56.9514,90.6661,17.53,93,100,10.0
464,banda aceh,ID,2022-02-18 05:24:08,5.5577,95.3222,85.51,68,36,2.17
465,maraba,BR,2022-02-18 05:24:24,-5.3686,-49.1178,77.18,100,75,5.75
466,olinda,BR,2022-02-18 05:24:24,-8.0089,-34.8553,74.93,94,20,2.3
467,marijampole,LT,2022-02-18 05:24:25,54.5667,23.35,33.87,78,99,19.19
468,tanete,ID,2022-02-18 05:24:25,-3.9443,119.7848,90.73,59,55,1.43
469,beni suef,EG,2022-02-18 05:24:26,29.0731,31.0979,49.98,86,28,6.89
470,hovd,MN,2022-02-18 05:24:26,48.0056,91.6419,1.94,57,14,1.39
471,kantunil,MX,2022-02-18 05:24:27,20.8,-89.0333,75.15,92,5,4.18
472,saquena,PE,2022-02-18 05:24:27,-4.6667,-73.5167,71.1,98,94,2.26
473,porosozero,RU,2022-02-18 05:24:27,62.7191,32.727,32.67,98,100,12.17
474,barcelos,PT,2022-02-18 05:24:28,41.5388,-8.6151,53.74,91,100,3.13
475,great falls,US,2022-02-18 05:23:58,47.5002,-111.3008,36.66,68,0,18.41
476,bangassou,CF,2022-02-18 05:24:29,4.7413,22.8184,67.03,52,35,1.1
477,vaitape,PF,2022-02-18 05:24:29,-16.5167,-151.75,80.73,72,19,9.04
478,yumen,CN,2022-02-18 05:24:29,40.2833,97.2,21.09,58,98,9.78
479,grand gaube,MU,2022-02-18 05:24:30,-20.0064,57.6608,84.38,67,100,11.99
480,katsuura,JP,2022-02-18 05:20:53,35.1333,140.3,51.84,34,8,15.3
481,itaguacu,BR,2022-02-18 05:24:30,-19.8019,-40.8556,71.71,98,95,1.34
482,codrington,AU,2022-02-18 05:21:13,-38.2667,141.9667,64.89,51,69,15.75
483,bairiki,KI,2022-02-18 05:24:31,1.3292,172.9752,86.0,70,75,13.8
484,akyab,MM,2022-02-18 05:24:32,20.15,92.9,82.22,27,14,10.49
485,aykhal,RU,2022-02-18 05:24:32,66.0,111.5,-10.59,94,8,6.82
486,broome,US,2022-02-18 05:24:32,42.2506,-75.833,57.2,79,100,17.27
487,anloga,GH,2022-02-18 05:24:33,5.7947,0.8973,80.46,87,99,13.73
488,changying,CN,2022-02-18 05:24:33,52.8733,123.3213,6.89,76,93,5.03
489,mombasa,KE,2022-02-18 05:24:34,-4.0547,39.6636,79.54,79,73,3.67
490,faya,SA,2022-02-18 05:24:34,18.3851,42.4509,55.51,49,1,5.59
491,sokoto,NG,2022-02-18 05:24:34,13.0609,5.239,71.8,15,38,12.46
492,djambala,CG,2022-02-18 05:24:35,-2.5447,14.7533,68.04,89,100,3.56
493,vanavara,RU,2022-02-18 05:24:35,60.34,102.2797,4.03,86,99,6.2
494,les cayes,HT,2022-02-18 05:24:36,18.2,-73.75,74.17,79,26,3.27
495,ugoofaaru,MV,2022-02-18 05:24:36,5.6667,73.0,81.03,73,58,5.79
496,raudeberg,NO,2022-02-18 05:24:36,61.9875,5.1352,36.27,91,97,8.01
497,karratha,AU,2022-02-18 05:24:37,-20.7377,116.8463,99.84,32,39,7.11
498,mattru,SL,2022-02-18 05:24:38,7.6244,-11.8332,74.79,92,41,1.86
499,tilichiki,RU,2022-02-18 05:24:38,60.4667,166.1,-7.13,89,100,9.51
500,tuy hoa,VN,2022-02-18 05:24:39,13.0833,109.3,82.9,70,59,6.04
501,waitati,NZ,2022-02-18 05:24:39,-45.75,170.5667,67.8,62,35,8.95
502,thunder bay,CA,2022-02-18 05:23:31,48.4001,-89.3168,-11.43,76,0,3.44
503,manadhoo,MV,2022-02-18 05:24:40,5.7667,73.3833,81.25,72,63,7.72
504,pind dadan khan,PK,2022-02-18 05:24:40,32.5879,73.0456,67.05,39,99,5.59
505,beloha,MG,2022-02-18 05:24:40,-25.1667,45.05,79.34,65,2,10.4
506,chingirlau,KZ,2022-02-18 05:24:41,51.095,54.0814,15.62,87,10,9.08
507,te anau,NZ,2022-02-18 05:24:41,-45.4167,167.7167,66.34,55,100,12.01
508,kavaratti,IN,2022-02-18 05:24:42,10.5669,72.642,80.78,67,2,11.01
509,nueva helvecia,UY,2022-02-18 05:25:42,-34.3,-57.2333,54.59,79,0,8.79
510,bull savanna,JM,2022-02-18 05:25:43,17.8868,-77.5902,71.85,83,8,11.21
511,bria,CF,2022-02-18 05:25:43,6.5423,21.9863,65.66,22,6,3.2
512,vostok,RU,2022-02-18 05:25:40,46.4856,135.8833,13.68,78,97,7.81
513,nalut,LY,2022-02-18 05:25:44,30.3333,10.85,47.03,65,0,6.35
514,atocha,BO,2022-02-18 05:25:44,-20.9333,-66.2333,48.78,78,100,3.78
515,santo antonio do sudoeste,BR,2022-02-18 05:25:44,-26.0736,-53.7253,66.85,44,0,4.03
516,lodja,CD,2022-02-18 05:25:45,-3.4833,23.4333,68.25,98,62,2.19
517,kyabe,TD,2022-02-18 05:25:45,9.4515,18.9449,74.3,18,39,5.5
518,tabou,CI,2022-02-18 05:25:46,4.423,-7.3528,77.47,88,89,6.08
519,shahrud,IR,2022-02-18 05:25:46,36.4182,54.9763,38.52,50,58,4.5
520,macomb,US,2022-02-18 05:25:47,40.4592,-90.6718,11.03,77,0,10.36
521,danilovka,RU,2022-02-18 05:25:47,50.3557,44.1168,31.24,93,85,16.78
522,surt,LY,2022-02-18 05:25:47,31.2089,16.5887,55.85,67,0,12.75
523,sesheke,ZM,2022-02-18 05:25:48,-17.4759,24.2968,65.14,90,100,2.84
524,amapa,BR,2022-02-18 05:25:48,1.0,-52.0,69.91,100,93,2.28
525,kincardine,GB,2022-02-18 05:25:49,56.0667,-3.7167,38.19,93,100,11.54
526,dagana,MR,2022-02-18 05:25:49,16.5165,-15.5068,71.58,15,94,9.71
527,avera,US,2022-02-18 05:25:19,33.194,-82.5271,71.65,81,81,20.4
528,manama,BH,2022-02-18 05:24:59,26.2154,50.5832,67.98,56,0,5.75
529,chirongui,YT,2022-02-18 05:25:50,-12.9319,45.1483,85.93,74,98,3.85
530,manakara,MG,2022-02-18 05:25:50,-22.1333,48.0167,76.51,87,55,4.16
531,englehart,CA,2022-02-18 05:25:51,47.8169,-79.8664,1.96,71,75,19.57
532,airai,TL,2022-02-18 05:25:51,-8.9266,125.4092,70.48,75,72,1.57
533,jieshi,CN,2022-02-18 05:25:51,22.8134,115.8257,64.94,74,89,22.97
534,atbasar,KZ,2022-02-18 05:25:52,51.8,68.3333,7.18,85,62,8.7
535,pembroke,CA,2022-02-18 05:25:52,45.8168,-77.1162,17.67,89,100,12.53
536,sturgis,US,2022-02-18 05:25:47,41.7992,-85.4192,21.7,86,75,14.97
537,bhadasar,IN,2022-02-18 05:25:53,28.2833,74.3167,73.71,24,5,12.97
538,pangoa,PE,2022-02-18 05:25:53,-12.1167,-73.0,65.21,99,100,1.57
539,kushiro,JP,2022-02-18 05:25:54,42.975,144.3747,29.35,46,40,10.36
540,qidong,CN,2022-02-18 05:25:54,31.8128,121.6561,46.04,65,100,11.61
541,mehamn,NO,2022-02-18 05:24:22,71.0357,27.8492,29.25,64,100,27.65
542,burnie,AU,2022-02-18 05:25:55,-41.0667,145.9167,65.95,41,32,14.5
543,kieta,PG,2022-02-18 05:25:56,-6.2167,155.6333,84.85,71,17,5.99
544,pitimbu,BR,2022-02-18 05:25:56,-7.4706,-34.8086,75.79,71,13,5.86
545,chumikan,RU,2022-02-18 05:25:57,54.7183,135.315,11.41,88,100,10.54
546,palmer,US,2022-02-18 05:25:57,42.1584,-72.3287,57.88,85,100,18.41
547,pevek,RU,2022-02-18 05:25:58,69.7008,170.3133,-29.67,98,100,3.38
548,alekseyevsk,RU,2022-02-18 05:25:58,57.8406,108.3492,4.91,87,100,7.25
549,pacific grove,US,2022-02-18 05:25:59,36.6177,-121.9166,53.96,83,0,5.75
550,deep river,CA,2022-02-18 05:25:59,46.1001,-77.4995,17.44,89,100,11.63
551,henderson,US,2022-02-18 05:24:20,36.0397,-114.9819,51.13,23,0,6.91
552,jizan,SA,2022-02-18 05:26:00,17.3333,42.6667,79.74,66,3,1.83
553,yangambi,CD,2022-02-18 05:26:00,0.8102,24.4336,72.46,66,69,1.59
554,tamworth,GB,2022-02-18 05:26:00,52.634,-1.6959,52.65,95,100,8.01
555,albemarle,US,2022-02-18 05:26:01,35.3501,-80.2001,70.75,88,100,16.11
556,monywa,MM,2022-02-18 05:26:01,22.1167,95.1333,82.9,16,2,10.11
557,port lavaca,US,2022-02-18 05:25:01,28.615,-96.6261,44.65,65,0,19.57
558,vilhena,BR,2022-02-18 05:22:11,-12.7406,-60.1458,68.43,99,100,2.95
559,bolobo,CD,2022-02-18 05:27:02,-2.1667,16.2333,72.82,91,100,7.9
560,marabba,SD,2022-02-18 05:27:03,12.35,32.1833,69.1,13,1,7.43
561,kalemie,CD,2022-02-18 05:25:42,-5.9475,29.1947,69.98,87,100,2.66
562,tiarei,PF,2022-02-18 05:27:03,-17.5333,-149.3333,78.82,74,25,12.93
