City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Linfen,CN,36.0889,111.5189,34.72,28,3,2.93,clear sky
345,Iqaluit,CA,63.7506,-68.5145,-22.27,74,100,3.0,overcast clouds
346,Vallenar,CL,-28.5708,-70.7581,82.49,25,0,9.62,clear sky
347,Hobyo,SO,5.3505,48.5268,78.49,85,98,17.2,light rain
348,Do Gonbadan,IR,30.3586,50.7981,50.09,81,20,0.0,few clouds
349,Mabama,TZ,-5.1333,32.5333,72.09,94,100,1.66,overcast clouds
350,Shar,KZ,49.5886,81.0453,22.77,68,96,14.79,overcast clouds
351,Huatulco,MX,15.8436,-96.3267,88.47,56,20,11.5,few clouds
352,Isangel,VU,-19.55,169.2667,75.31,94,40,0.0,scattered clouds
353,Montemorelos,MX,25.2,-99.8167,89.56,20,0,10.63,clear sky
354,Wajid,SO,3.8093,43.2471,84.07,33,100,12.19,overcast clouds
355,Hope,US,33.6671,-93.5916,61.95,81,100,8.12,overcast clouds
356,Dukat,RU,62.55,155.55,-33.65,96,6,4.72,clear sky
357,Nara,JP,34.6851,135.8049,32.25,52,51,5.86,broken clouds
358,Borogontsy,RU,62.6683,131.1683,-31.79,100,17,2.84,few clouds
359,Xuddur,SO,4.1213,43.8894,77.72,56,82,15.7,broken clouds
360,Port Blair,IN,11.6667,92.75,78.84,78,20,8.05,mist
361,Tiarei,PF,-17.5333,-149.3333,84.22,72,22,11.32,few clouds
362,Provideniya,RU,64.3833,-173.3,20.75,96,99,1.45,light snow
363,Antalaha,MG,-14.9003,50.2788,77.85,82,100,5.12,overcast clouds
364,Macamic,CA,48.7502,-78.9996,3.43,90,100,14.94,overcast clouds
365,Marsa Matruh,EG,31.3525,27.2453,59.14,80,0,5.28,clear sky
366,Awbari,LY,26.5921,12.7805,62.2,30,0,15.3,clear sky
367,Dumka,IN,24.2667,87.25,63.05,56,0,4.68,clear sky
368,Crewe,GB,53.0979,-2.4416,45.5,83,5,5.01,clear sky
369,Bilma,NE,18.6853,12.9164,73.71,8,2,7.09,clear sky
370,Matagami,CA,49.7502,-77.6328,3.31,72,100,10.36,snow
371,Vicuna,CL,-30.0319,-70.7081,81.77,33,0,8.66,clear sky
372,Patan,NP,27.6667,85.3333,46.78,93,20,3.44,mist
373,Shirokiy,RU,49.758,129.523,-7.91,93,55,6.33,broken clouds
374,Skibbereen,IE,51.55,-9.2667,49.1,71,42,14.56,scattered clouds
375,Porto Murtinho,BR,-21.6989,-57.8825,90.37,47,100,3.09,overcast clouds
376,Eyrarbakki,IS,63.863,-21.1481,30.25,93,72,5.1,light snow
377,Huarmey,PE,-10.0681,-78.1522,76.26,72,37,8.55,scattered clouds
378,Kirakira,SB,-10.4544,161.9205,82.74,79,99,4.25,overcast clouds
379,Dolzhanskaya,RU,46.6311,37.8039,42.91,87,86,6.26,overcast clouds
380,Along,IN,28.1667,94.7667,48.9,87,98,1.68,overcast clouds
381,Kruisfontein,ZA,-34.0033,24.7314,60.89,86,0,3.24,clear sky
382,Baturaja,ID,-4.1333,104.1667,73.09,97,100,2.3,overcast clouds
383,Karwar,IN,14.8,74.1333,72.07,74,21,5.59,few clouds
384,Pedernales,DO,18.0384,-71.744,81.64,62,35,11.32,scattered clouds
385,Vrangel,RU,42.7297,133.0839,13.08,65,100,16.8,overcast clouds
386,Manado,ID,1.487,124.8455,72.37,94,40,1.14,scattered clouds
387,San Carlos Del Zulia,VE,9.0,-71.9135,88.36,47,75,6.46,broken clouds
388,Atar,MR,20.5169,-13.0499,84.02,13,99,11.21,overcast clouds
389,Issum,DE,51.5333,6.4333,48.33,84,65,11.83,broken clouds
390,Nyimba,ZM,-14.5566,30.8149,67.26,96,84,3.71,broken clouds
391,Okato,NZ,-39.2,173.8833,70.92,70,100,3.83,overcast clouds
392,Emba,KZ,48.8264,58.1442,13.62,95,100,3.6,overcast clouds
393,Goderich,CA,43.7501,-81.7165,45.91,93,100,9.22,light rain
394,Nouakchott,MR,18.0858,-15.9785,69.73,65,49,22.41,scattered clouds
395,Novaya Mayna,RU,54.15,49.75,37.44,96,100,17.45,light rain
396,Bon Air,US,37.5249,-77.5578,69.24,80,91,7.0,moderate rain
397,Saint-Georges,GD,12.0564,-61.7485,85.68,66,20,21.85,few clouds
398,Ambovombe,MG,-25.1667,46.0833,75.11,92,100,22.12,light rain
399,Maltahohe,NA,-24.8333,16.9833,79.12,21,1,16.17,clear sky
400,Port Hardy,CA,50.6996,-127.4199,35.78,30,0,12.66,clear sky
401,Hvide Sande,DK,56.0045,8.1294,43.09,79,66,33.26,broken clouds
402,Mao,ES,39.8885,4.2658,50.56,81,0,4.61,clear sky
403,Ahuimanu,US,21.4447,-157.8378,80.31,70,75,14.97,broken clouds
404,Halifax,CA,44.6453,-63.5724,34.41,93,100,17.27,mist
405,Susanville,US,40.4163,-120.653,33.1,57,40,3.44,scattered clouds
406,Dharchula,IN,29.85,80.5333,52.86,64,100,4.63,overcast clouds
407,Karasjok,NO,69.4719,25.5112,-9.29,100,93,1.92,overcast clouds
408,Samarai,PG,-10.6167,150.6667,81.39,81,95,5.32,overcast clouds
409,Sorland,NO,67.667,12.6934,24.87,60,100,21.27,overcast clouds
410,Ballinrobe,IE,53.6333,-9.2333,46.74,75,89,16.55,overcast clouds
411,Verkhniy Rohachyk,UA,47.2505,34.338,45.48,75,100,5.35,overcast clouds
412,Cochrane,CA,51.1834,-114.4687,3.2,61,0,2.3,clear sky
413,Maragogi,BR,-9.0122,-35.2225,79.83,68,0,7.76,clear sky
414,Saint Anthony,US,45.0205,-93.218,9.66,81,100,19.57,haze
415,Bonfim,BR,3.0833,-59.95,93.29,40,81,6.11,broken clouds
416,Palestine,PS,31.9216,35.2033,52.93,79,89,0.81,overcast clouds
417,College,US,64.8569,-147.8028,23.32,90,100,6.91,light snow
418,Maceio,BR,-9.6658,-35.7353,85.44,54,0,14.97,clear sky
419,Hambantota,LK,6.1241,81.1185,75.78,86,2,10.04,clear sky
420,Seoul,KR,37.5683,126.9778,18.84,57,0,2.3,clear sky
421,Laguna,US,38.421,-121.4238,57.47,46,40,4.0,scattered clouds
422,Pafos,CY,34.7667,32.4167,59.23,67,20,8.05,few clouds
423,Hofn,IS,64.2539,-15.2082,30.06,58,98,8.16,overcast clouds
424,Kaeo,NZ,-35.1,173.7833,68.32,94,29,9.66,scattered clouds
425,Ulaanbaatar,MN,47.9077,106.8832,-16.47,69,0,2.24,clear sky
426,Sampit,ID,-2.5333,112.95,72.07,99,100,1.83,overcast clouds
427,Sulphur Springs,US,33.1385,-95.6011,50.56,70,0,17.27,clear sky
428,Crixas,BR,-14.5489,-49.9692,79.97,83,73,2.98,moderate rain
429,Berkak,NO,62.825,10.0118,26.42,78,100,10.47,overcast clouds
430,Novo Aripuana,BR,-5.1206,-60.3797,81.86,86,83,1.45,moderate rain
431,Toktogul,KG,41.8708,72.9402,30.33,68,97,2.75,overcast clouds
432,Vuktyl,RU,63.8567,57.3094,9.41,97,94,4.29,overcast clouds
433,Longkou,CN,37.6508,120.3286,25.52,44,0,2.17,clear sky
434,Tucuman,AR,-26.8241,-65.2226,71.6,78,100,4.61,overcast clouds
435,Naze,JP,28.3667,129.4833,51.19,77,100,14.97,overcast clouds
436,Mezen,RU,65.8522,44.24,3.72,100,100,3.29,overcast clouds
437,Antofagasta,CL,-23.65,-70.4,70.88,75,45,9.19,scattered clouds
438,Duiwelskloof,ZA,-23.6934,30.14,64.42,87,75,4.14,broken clouds
439,Poletayevo,RU,55.0336,61.1138,30.02,84,100,14.67,overcast clouds
440,Revda,RU,56.801,59.9303,27.41,93,100,12.26,light snow
441,Deputatskiy,RU,69.3,139.9,-22.95,97,58,6.31,broken clouds
442,Krasnorechenskiy,RU,44.6265,135.3532,0.46,89,100,12.62,overcast clouds
443,Karratha,AU,-20.7377,116.8463,83.64,71,97,10.54,overcast clouds
444,Flinders,AU,-34.5833,150.8552,71.19,95,100,5.99,light rain
445,Palmer,US,42.1584,-72.3287,52.43,76,100,3.44,overcast clouds
446,Itigi,TZ,-5.7,34.4833,64.08,93,100,4.34,light rain
447,Makat,KZ,47.6469,53.3463,32.04,89,94,7.47,overcast clouds
448,Turukhansk,RU,65.8167,87.9833,19.98,95,100,14.29,light snow
449,Muswellbrook,AU,-32.2667,150.9,68.32,93,100,3.8,overcast clouds
450,Azul,AR,-36.777,-59.8585,76.33,51,24,2.75,few clouds
451,Andra,RU,62.5147,65.8878,3.52,100,76,2.75,broken clouds
452,Cayambe,EC,0.05,-78.1333,61.86,79,89,2.48,moderate rain
453,Peniche,PT,39.3558,-9.3811,65.68,78,22,12.19,few clouds
454,Ternate,ID,0.8,127.4,77.54,77,100,6.78,overcast clouds
455,Atambua,ID,-9.1061,124.8925,72.46,96,100,4.09,moderate rain
456,Gobabis,NA,-22.45,18.9667,77.54,30,30,9.26,scattered clouds
457,Thurso,GB,58.5927,-3.5259,39.15,71,58,24.29,broken clouds
458,Tecoanapa,MX,16.5167,-98.75,85.96,52,0,12.15,clear sky
459,Dana Point,US,33.467,-117.6981,62.24,65,20,15.99,few clouds
460,Schoneiche,DE,52.4667,13.6833,43.93,83,75,18.41,light rain
461,Kongolo,CD,-5.3833,27.0,70.3,96,100,1.36,overcast clouds
462,Maputo,MZ,-25.9653,32.5892,78.48,83,20,11.5,few clouds
463,Verkhnevilyuysk,RU,63.4453,120.3167,-0.99,99,66,4.43,broken clouds
464,Sept-Iles,CA,50.2001,-66.3821,0.05,78,100,5.75,snow
465,Constitucion,CL,-35.3333,-72.4167,64.44,66,100,7.81,overcast clouds
466,Byron Bay,AU,-28.65,153.6167,73.35,88,89,8.1,moderate rain
467,Aswan,EG,24.0934,32.907,66.88,21,0,8.1,clear sky
468,Niederfeulen,LU,49.8556,6.0472,47.66,93,100,4.0,overcast clouds
469,Gayeri,BF,12.6497,0.4931,78.91,10,51,9.15,broken clouds
470,Cabra,ES,37.4725,-4.4421,60.24,44,49,4.25,scattered clouds
471,Diapaga,BF,12.0708,1.7889,79.88,10,24,6.96,few clouds
472,Dunmore Town,BS,25.5,-76.65,74.21,73,11,18.23,few clouds
473,Augusto Correa,BR,-1.0217,-46.635,78.93,85,34,6.17,scattered clouds
474,Akdepe,TM,42.0551,59.3788,50.09,60,87,4.56,overcast clouds
475,Caxito,AO,-8.5785,13.6643,77.02,86,85,0.38,overcast clouds
476,Mitu,CO,1.1983,-70.1733,82.8,65,100,1.97,light rain
477,Hohhot,CN,40.8106,111.6522,1.69,71,0,4.47,clear sky
478,Rundu,NA,-17.9333,19.7667,69.67,83,98,2.86,overcast clouds
479,Havoysund,NO,70.9963,24.6622,21.43,77,31,9.64,scattered clouds
480,Chimbote,PE,-9.0853,-78.5783,77.58,66,23,9.91,few clouds
481,Kinsale,IE,51.7075,-8.5306,46.24,70,75,11.5,broken clouds
482,Andenes,NO,69.3143,16.1194,21.18,79,0,11.5,clear sky
483,Viedma,AR,-40.8135,-62.9967,65.89,66,98,10.0,overcast clouds
484,Mazamet,FR,43.49,2.373,51.66,83,0,9.22,clear sky
485,Longyan,CN,25.1072,117.0225,41.59,98,100,3.8,overcast clouds
486,Bhuj,IN,23.2667,69.6667,67.37,82,0,9.22,clear sky
487,Koumac,NC,-20.5667,164.2833,81.37,76,10,3.85,clear sky
488,Price,US,39.5994,-110.8107,35.73,34,75,10.36,broken clouds
489,Dongsheng,CN,39.8161,109.9776,11.1,60,3,4.38,clear sky
490,North Bend,US,43.4065,-124.2243,44.92,90,30,9.24,scattered clouds
491,San Andres,CO,12.5847,-81.7006,82.42,69,20,16.11,few clouds
492,Pochutla,MX,15.7432,-96.4661,89.42,42,8,8.55,clear sky
493,Diffa,NE,13.3154,12.6113,71.08,10,5,5.1,clear sky
494,Layou,VC,13.2,-61.2667,80.08,74,40,13.8,scattered clouds
495,Moron,AR,-34.6534,-58.6198,81.0,62,30,6.98,scattered clouds
496,Mackay,AU,-21.15,149.2,75.69,94,82,5.75,broken clouds
497,Urumqi,CN,43.801,87.6005,7.75,79,19,0.0,smoke
498,Songea,TZ,-10.6833,35.65,67.35,88,40,0.0,scattered clouds
499,The Valley,AI,18.217,-63.0578,81.82,69,75,11.5,broken clouds
500,Flin Flon,CA,54.7682,-101.865,-0.53,75,100,9.78,overcast clouds
501,Coahuayana,MX,18.7333,-103.6833,91.09,39,0,7.63,clear sky
502,Saint-Augustin,CA,51.226,-58.6502,-2.99,79,97,5.7,overcast clouds
503,Bandarbeyla,SO,9.4942,50.8122,76.93,74,24,18.75,few clouds
504,Murgab,TM,37.4966,61.9714,51.67,76,100,4.61,overcast clouds
505,Yuli,NG,9.6989,10.2744,78.19,15,32,6.24,scattered clouds
506,Ingham,US,42.6,-84.3833,53.78,93,100,5.75,overcast clouds
507,Providencia,MX,28.7167,-111.5833,73.62,47,26,13.98,scattered clouds
508,Requena,ES,39.4883,-1.1004,47.71,35,0,2.3,clear sky
509,Meulaboh,ID,4.1363,96.1285,74.8,88,100,3.85,overcast clouds
510,Baherden,TM,38.4362,57.4316,51.89,55,75,4.97,broken clouds
511,Gumdag,TM,39.2061,54.5906,47.66,78,16,4.56,few clouds
512,Namtsy,RU,62.7161,129.6658,-29.09,100,96,1.28,overcast clouds
513,Atengo,MX,20.1667,-99.3333,80.58,20,2,9.13,clear sky
514,Wasilla,US,61.5814,-149.4394,41.95,69,100,14.97,moderate rain
515,Fortuna,US,40.5982,-124.1573,47.32,78,100,8.05,overcast clouds
516,Beckley,US,37.7782,-81.1882,62.49,86,100,14.97,overcast clouds
517,Glenwood Springs,US,39.5505,-107.3248,31.01,84,100,9.22,light snow
518,Lorengau,PG,-2.0226,147.2712,80.17,83,100,6.24,overcast clouds
519,Kenai,US,60.5544,-151.2583,38.03,92,0,14.97,clear sky
520,Am Timan,TD,11.0297,20.2827,79.93,14,2,6.82,clear sky
521,Miraflores,MX,19.2167,-98.8083,79.56,19,1,3.94,clear sky
522,Aykhal,RU,66.0,111.5,8.15,92,100,15.99,overcast clouds
523,Sini,IN,22.8,85.9667,64.62,31,0,0.4,clear sky
524,Khorramshahr,IR,30.4397,48.1664,60.76,55,1,2.3,clear sky
525,Merauke,ID,-8.4667,140.3333,77.97,88,100,15.7,moderate rain
526,Redcar,GB,54.6166,-1.06,43.09,65,6,5.99,clear sky
527,Kamaishi,JP,39.2667,141.8833,26.38,69,51,11.39,broken clouds
528,Aitape,PG,-3.1374,142.3475,76.55,87,100,4.21,overcast clouds
529,Kachug,RU,53.9606,105.8817,-9.18,100,93,0.54,overcast clouds
530,Belyy Yar,RU,53.6039,91.3903,1.29,85,71,2.24,mist
531,Batagay-Alyta,RU,67.8006,130.4114,-21.37,91,25,4.47,scattered clouds
532,Tumpat,MY,6.1978,102.171,78.78,88,40,5.75,scattered clouds
533,Gaya,IN,24.7833,85.0,58.71,46,0,4.97,clear sky
534,Labrea,BR,-7.2586,-64.7981,80.65,75,95,4.34,light rain
535,Campbell River,CA,50.0163,-125.2446,36.59,21,20,6.91,few clouds
536,Puerto Madryn,AR,-42.7692,-65.0385,63.57,55,1,15.17,clear sky
537,Kroya,ID,-7.6331,109.2461,77.05,88,74,2.46,broken clouds
538,Krasnoselkup,RU,65.7,82.4667,20.77,96,99,11.63,light snow
539,Qaqortoq,GL,60.7167,-46.0333,3.7,61,100,27.58,overcast clouds
540,Dabhol,IN,17.6,73.1667,69.39,69,2,5.23,clear sky
541,Saint-Francois,FR,46.4154,3.9054,47.64,83,100,3.44,overcast clouds
542,Nome,US,64.5011,-165.4064,30.27,93,100,9.22,light snow
543,Isla Vista,US,34.4133,-119.861,62.67,57,75,12.66,broken clouds
544,Dubbo,AU,-32.25,148.6167,68.13,83,40,10.36,scattered clouds
545,Jaciara,BR,-15.9653,-54.9683,81.77,82,20,0.85,few clouds
546,Dreux,FR,48.6667,1.25,49.98,87,84,9.98,broken clouds
547,Nyurba,RU,63.2842,118.3319,2.77,98,90,6.04,overcast clouds
548,Daru,PG,-9.0763,143.2092,76.15,92,100,11.72,moderate rain
549,La Cruz,MX,23.9167,-106.9,79.66,47,0,10.42,clear sky
550,Asau,RO,46.4333,26.4,41.76,89,100,1.83,overcast clouds
551,Jimeta,NG,9.2833,12.4667,81.64,13,90,3.58,overcast clouds
552,Langxiang,CN,46.95,128.8833,-10.34,100,65,4.99,broken clouds
553,Ivanava,BY,52.1451,25.5365,31.55,78,21,10.58,few clouds
554,Quelimane,MZ,-17.8786,36.8883,80.55,83,20,6.91,few clouds
555,Tocopilla,CL,-22.092,-70.1979,69.98,77,48,3.85,scattered clouds
556,Berbera,SO,10.4396,45.0143,75.24,70,100,2.62,overcast clouds
557,Bathsheba,BB,13.2167,-59.5167,81.21,69,40,20.71,scattered clouds
558,Prachuap Khiri Khan,TH,12.2167,99.75,78.69,86,16,2.98,few clouds
559,Lagos,NG,6.5833,3.75,80.87,82,47,5.86,scattered clouds
560,Kuminskiy,RU,58.6667,66.5667,12.42,96,9,5.44,clear sky
561,Marrakesh,MA,31.6315,-8.0083,71.67,23,93,2.3,overcast clouds
562,Miri,MY,4.4148,114.0089,75.34,94,40,5.75,scattered clouds
563,Amapa,BR,1.0,-52.0,76.32,97,63,3.91,broken clouds
564,Oudtshoorn,ZA,-33.5907,22.2014,61.16,69,0,2.53,clear sky
565,Bonavista,CA,48.6499,-53.1147,19.4,50,96,14.36,overcast clouds
566,Ola,RU,59.5833,151.2833,-10.73,80,9,9.48,clear sky
567,Oxford,GB,51.7522,-1.256,45.86,78,0,6.91,clear sky
568,Sibolga,ID,1.7427,98.7792,75.45,92,100,4.36,overcast clouds
569,Guerrero Negro,MX,27.9769,-114.0611,62.83,55,71,17.67,broken clouds
570,Parry Sound,CA,45.3501,-80.033,35.22,100,100,7.02,snow
571,Sechura,PE,-5.5569,-80.8222,80.67,56,16,15.19,few clouds
572,Kushmurun,KZ,52.4503,64.6311,10.8,97,71,6.46,broken clouds
573,Belmonte,BR,-15.8631,-38.8828,82.9,77,6,7.36,clear sky
574,Howard Springs,AU,-12.497,131.047,76.91,98,100,4.5,light rain
575,Mahina,PF,-17.5065,-149.489,85.77,66,40,4.61,scattered clouds
576,Khorixas,NA,-20.3667,14.9667,75.13,61,68,8.01,light rain
577,Vaitape,PF,-16.5167,-151.75,81.19,72,99,13.87,overcast clouds
578,San Isidro,PE,-12.1167,-77.05,80.19,54,75,6.91,light rain
579,Ponta Delgada,PT,37.7333,-25.6667,61.5,72,40,5.75,scattered clouds
580,Sitka,US,57.0531,-135.33,35.49,41,75,8.05,broken clouds
581,Moose Factory,CA,51.2585,-80.6094,-4.0,54,0,14.97,clear sky
582,Yakeshi,CN,49.2833,120.7333,-25.35,100,100,1.99,overcast clouds
583,Raga,SS,8.4596,25.678,75.02,14,73,4.23,broken clouds
584,Villazon,BO,-22.0866,-65.5942,60.94,49,92,19.86,overcast clouds
585,Hami,CN,42.8,93.45,29.64,34,0,0.43,clear sky
586,Ahipara,NZ,-35.1667,173.1667,71.29,66,41,7.14,scattered clouds
587,Jince,CZ,49.7862,13.9787,43.09,93,100,17.96,overcast clouds
588,Alta Floresta,BR,-9.8756,-56.0861,76.82,94,100,3.44,very heavy rain
589,Modakeke,NG,7.3833,4.2667,76.46,76,75,2.73,broken clouds
590,Rudbar,AF,30.15,62.6,55.24,48,3,7.9,clear sky
591,Turkistan,KZ,43.0,68.0,43.68,58,100,6.2,overcast clouds
592,Port Macquarie,AU,-31.4333,152.9167,68.9,90,100,1.79,overcast clouds
593,Birin,NP,26.8865,88.0718,43.77,69,6,5.17,clear sky
594,Northfield,US,44.4583,-93.1616,11.26,80,100,20.71,light snow
595,Moranbah,AU,-22.0016,148.0466,74.3,86,51,6.64,broken clouds
596,Dongying,CN,37.4564,118.4856,23.86,35,0,2.55,clear sky
597,Pouebo,NC,-20.4,164.5667,81.21,78,21,11.45,few clouds
598,Mersing,MY,2.4312,103.8405,80.51,78,99,10.36,overcast clouds
599,Kanniyakumari,IN,8.0833,77.5667,77.49,70,4,16.22,clear sky
600,Aylmer,CA,42.7668,-80.983,47.05,100,100,12.19,light rain
601,Tigre,AR,-34.426,-58.5796,81.25,60,0,8.05,clear sky
602,Port Keats,AU,-14.25,129.55,77.9,84,100,4.03,overcast clouds
603,Sambalpur,IN,21.45,83.9667,63.23,31,0,3.42,clear sky
604,Sakakah,SA,29.9697,40.2064,56.77,28,2,7.47,clear sky
605,Lumeje,AO,-11.55,20.7833,66.02,94,100,5.66,overcast clouds
606,Namwala,ZM,-15.7504,26.4384,65.64,94,63,2.01,broken clouds
607,General Elizardo Aquino,PY,-24.4333,-56.7,86.38,57,80,1.48,broken clouds
608,Uvat,RU,59.1433,68.8953,9.84,98,80,5.12,broken clouds
609,Quatre Cocos,MU,-20.2078,57.7625,79.09,89,100,10.04,light rain
610,Zlobin,HR,45.2924,14.6541,42.1,49,0,2.3,clear sky
611,Khandyga,RU,62.6667,135.6,-34.62,100,83,0.6,broken clouds
612,Krutaya Gorka,RU,55.3649,73.2231,28.08,94,97,9.6,overcast clouds
613,Manta,EC,-0.95,-80.7333,85.78,62,75,13.8,broken clouds
614,Taree,AU,-31.9,152.4667,72.1,100,75,0.0,broken clouds
615,Mazyr,BY,52.0495,29.2456,33.24,77,65,11.05,broken clouds
616,Farah,AF,32.5,62.5,46.08,62,100,3.76,overcast clouds
617,Clearlake,US,38.9582,-122.6264,51.89,44,61,3.89,broken clouds
618,Varca,IN,15.2167,73.9167,71.73,80,13,5.3,few clouds
619,Rawson,AR,-43.3002,-65.1023,65.26,50,0,14.41,clear sky
620,Demba,CD,-5.51,22.2667,69.44,95,99,1.74,overcast clouds
621,Moindou,NC,-21.6924,165.677,80.55,74,14,4.29,few clouds
622,Colares,PT,38.7992,-9.4469,66.29,35,0,8.05,clear sky
623,Zanesville,US,39.9404,-82.0132,62.37,87,100,16.11,overcast clouds
624,Caluquembe,AO,-13.7833,14.6833,61.0,97,100,4.61,moderate rain
625,Chase,CA,50.8165,-119.6857,21.7,67,93,3.91,overcast clouds
626,Te Anau,NZ,-45.4167,167.7167,52.68,73,99,2.55,overcast clouds
627,Gatton,AU,-27.55,152.2833,71.64,96,100,6.8,light rain
628,Houma,US,29.5958,-90.7195,84.2,79,75,14.97,haze
629,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,68,86,10.13,overcast clouds
630,Zemio,CF,5.0314,25.1361,75.2,23,65,1.59,broken clouds
631,Omboue,GA,-1.5746,9.2618,79.2,83,99,3.96,light rain
632,Emporia,US,38.4039,-96.1817,17.8,57,100,14.97,overcast clouds
633,Ust-Kut,RU,56.7938,105.7672,4.95,99,99,4.32,overcast clouds
634,Acapulco,MX,16.8634,-99.8901,87.62,66,0,6.91,clear sky
635,Carballo,ES,43.213,-8.691,51.87,89,62,3.47,broken clouds
636,Naryan-Mar,RU,67.6713,53.087,5.65,98,100,6.06,overcast clouds
637,Saryozek,KZ,44.3583,77.9753,23.07,66,100,5.14,overcast clouds
638,Santiago Del Estero,AR,-27.7951,-64.2615,81.03,40,68,3.22,broken clouds
639,Moerai,PF,-22.4333,-151.3333,79.14,72,8,7.94,clear sky
640,Teseney,ER,15.11,36.6575,76.89,43,19,7.25,few clouds
641,Erenhot,CN,43.6475,111.9767,3.63,86,15,7.67,few clouds
642,Biak,ID,-0.9131,122.8766,75.61,80,100,5.12,overcast clouds
643,Piacabucu,BR,-10.4056,-36.4344,80.58,71,2,9.86,clear sky
644,Buraydah,SA,26.326,43.975,61.25,23,20,9.95,few clouds
645,Lodja,CD,-3.4833,23.4333,70.29,91,82,2.55,broken clouds
646,Shulan,CN,44.4167,126.95,-11.42,97,20,5.41,few clouds
647,Nabire,ID,-3.3667,135.4833,74.03,92,100,2.75,overcast clouds
648,Lerwick,GB,60.1545,-1.1494,42.8,70,86,28.01,overcast clouds
649,General Pico,AR,-35.6566,-63.7568,79.52,38,64,5.21,broken clouds
650,Rapallo,IT,44.3511,9.2297,56.61,65,0,1.99,clear sky
651,Zhanaozen,KZ,43.3,52.8,42.62,59,9,7.58,clear sky
652,Baykit,RU,61.67,96.37,4.55,100,96,1.16,overcast clouds
653,Martil,MA,35.6166,-5.2752,62.67,82,75,8.05,broken clouds
654,Souillac,MU,-20.5167,57.5167,79.36,94,40,16.11,scattered clouds
655,Ariquemes,BR,-9.9133,-63.0408,79.03,88,100,2.64,overcast clouds
656,Baloda Bazar,IN,21.6667,82.1667,66.43,20,0,3.36,clear sky
657,Bandar-E Lengeh,IR,26.5579,54.8807,68.43,57,1,1.23,clear sky
658,Daltenganj,IN,24.0333,84.0667,57.94,35,0,3.96,clear sky
659,Port-De-Bouc,FR,43.4,4.9833,55.42,54,0,37.98,clear sky
660,San Rafael,AR,-34.6177,-68.3301,55.81,88,100,12.93,overcast clouds
661,Lushoto,TZ,-4.7833,38.2833,61.99,88,100,3.33,light rain
662,Mahanoro,MG,-19.9,48.8,81.66,66,100,13.96,overcast clouds
663,Balagansk,RU,54.0103,103.0544,-6.25,100,97,2.59,overcast clouds
664,Suwannaphum,TH,15.6035,103.8021,64.4,74,25,16.49,scattered clouds
665,Wucheng,CN,29.6008,118.175,34.18,99,100,2.53,light snow
666,Aguimes,ES,27.9054,-15.4461,63.23,68,0,4.61,clear sky
667,Nynashamn,SE,58.9034,17.9479,24.15,82,95,3.91,overcast clouds
668,Tamale,GH,9.4008,-0.8393,85.98,12,70,4.54,broken clouds
669,Ucluelet,CA,48.9329,-125.5528,39.51,36,0,2.42,clear sky
670,Grand-Lahou,CI,5.1367,-5.0242,80.37,85,49,11.25,scattered clouds
671,Chernyshevskiy,RU,63.0128,112.4714,14.77,95,100,8.72,overcast clouds
672,Viljoenskroon,ZA,-27.2084,26.9485,63.97,27,0,4.36,clear sky
673,Pangnirtung,CA,66.1451,-65.7125,-18.4,69,75,14.97,broken clouds
674,Juquia,BR,-24.3208,-47.6347,84.36,68,2,3.6,clear sky
675,Broome,US,42.2506,-75.833,52.02,78,100,10.36,moderate rain
676,Kinel-Cherkassy,RU,53.4706,51.4743,34.48,92,100,18.52,overcast clouds
677,Paragominas,BR,-2.9667,-47.4833,75.18,95,100,4.41,heavy intensity rain
678,Sola,VU,-13.8833,167.55,82.13,76,18,13.87,few clouds
679,Tuatapere,NZ,-46.1333,167.6833,55.81,62,61,3.78,broken clouds
680,Pindobacu,BR,-10.7417,-40.3608,81.03,52,33,6.04,scattered clouds
681,Paraisopolis,BR,-22.5542,-45.78,85.23,86,15,0.96,few clouds
682,Luau,AO,-10.7073,22.2247,65.75,97,100,4.38,light rain
683,Svetlogorsk,BY,52.6333,29.7333,32.4,73,40,12.57,scattered clouds
684,Massakory,TD,12.996,15.7293,76.69,10,0,8.05,clear sky
685,Uray,RU,60.1247,64.7758,12.78,96,20,5.75,few clouds
